Subj,Course,Subj Desc,Sec,CRN,Title,Schedule Type,Schedule Type Desc,Primary Instructor Last Name,Primary Instructor First Name,Primary Instructor ID,Crosslist ID,Approv,Detail Code,Fee,Min Credits,Max Credits,Prior Enrl,SCH,Auth Size,Actual Enrl,Seats Avail,% Capacity,Waitlist Max,Waitlist Actual,Waitlist Avail,Start Date 1,End Date 1,Time 1,Location 1,Instruct Method 1,Instruct Method Desc 1,Start Date 2,End Date 2,Time 2,Location 2,Instruct Method 2,Instruct Method Desc 2,Start Date 3,End Date 3,Time 3,Location 3,Instruct Method 3,Instruct Method Desc 3,Start Date 4,End Date 4,Time 4,Location 4,Instruct Method 4,Instruct Method Desc 4,Start Date 5,End Date 5,Time 5,Location 5,Instruct Method 5,Instruct Method Desc 5,Start Date 6,End Date 6,Time 6,Location 6,Instruct Method 6,Instruct Method Desc 6,Start Date 7,End Date 7,Time 7,Location 7,Instruct Method 7,Instruct Method Desc 7,Start Date 8,End Date 8,Time 8,Location 8,Instruct Method 8,Instruct Method Desc 8,Start Date 9,End Date 9,Time 9,Location 9,Instruct Method 9,Instruct Method Desc 9,Start Date 10,End Date 10,Time 10,Location 10,Instruct Method 10,Instruct Method Desc 10
SOC,339U,Sociology,1,13362,MARRIAGE & INTIMACY,L,Lecture,Wilkinson,Lindsey,959529363,,,,,4,4,100,184,100,46,54,0.46,0,0,0,9/29/2014 0:00,12/13/2014 0:00,MWF 1015-1120,CH 171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,339U,Sociology,2,13361,MARRIAGE & INTIMACY,L,Lecture,Esbensen,Heidi,944688328,,,,,4,4,94,344,100,86,14,0.86,0,0,0,9/29/2014 0:00,12/13/2014 0:00,TR 1400-1550,CH 271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,339U,Sociology,WB1,13360,MARRIAGE & INTIMACY,L,Lecture,Holdt,Carol,915141900,,,,,4,4,97,392,100,98,2,0.98,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,339U,Sociology,WB2,13363,MARRIAGE & INTIMACY,L,Lecture,Holdt,Carol,915141900,,,,,4,4,94,244,100,61,39,0.61,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,342,Sociology,1,13364,"SELF, ATTITUDES, SOC INFLUENCE",L,Lecture,Kahn,Kimberly,912633002,YZ,,,,4,4,30,96,100,24,76,0.24,1,0,1,9/29/2014 0:00,12/13/2014 0:00,TR 1400-1550,CH 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,342,Sociology,2,13365,"SELF, ATTITUDES, SOC INFLUENCE",L,Lecture,O'Brien,Caroleen,990043593,RI,,,,4,4,25,96,100,24,76,0.24,1,0,1,9/29/2014 0:00,12/13/2014 0:00,TR 1000-1150,CH 271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,344U,Sociology,1,13366,GENDER & SEXUALITIES,L,Lecture,Geraths,Matthew,950197746,,,,,4,4,83,208,100,52,48,0.52,0,0,0,9/29/2014 0:00,12/13/2014 0:00,MWF 1130-1235,CH 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,344U,Sociology,WEB,16054,GENDER & SEXUALITIES,L,Lecture,Aengst,Jennifer,902197291,,,,,4,4,0,292,100,73,27,0.73,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,370,Sociology,1,13367,SOC OF DEVIANCY,L,Lecture,Melchor-Ayala,Omar,971269531,,,,,4,4,50,200,50,50,0,1,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,376,Sociology,WEB,14564,SOCIAL CHANGE,L,Lecture,Tanzer,Jeremy,957551776,,,,,4,4,0,200,50,50,0,1,20,5,15,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,397,Sociology,1,13368,SOC RESEARCH METHODS,L,Lecture,Garcia-Alexander,Ginny,962144947,,,,,5,5,60,170,60,34,26,0.57,60,0,60,9/29/2014 0:00,12/13/2014 0:00,TR 0800-0950,CH 269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,397,Sociology,2,14567,SOC RESEARCH METHODS,L,Lecture,Woo,Hyeyoung,916349105,,,,,5,5,0,135,60,27,33,0.45,60,0,60,9/29/2014 0:00,12/13/2014 0:00,MWF 1015-1120,CH 269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,397L,Sociology,1,13370,LAB SOC RES METH,B,Lab/Studio,Garcia-Alexander,Ginny,962144947,,DP,,,0,0,21,0,20,9,11,0.45,20,0,20,9/29/2014 0:00,12/13/2014 0:00,M 0800-0950,NH 439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,397L,Sociology,2,13369,LAB SOC RES METH,B,Lab/Studio,Garcia-Alexander,Ginny,962144947,,DP,,,0,0,20,0,20,15,5,0.75,20,0,20,9/29/2014 0:00,12/13/2014 0:00,W 0800-0950,NH 439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,397L,Sociology,3,13371,LAB SOC RES METH,B,Lab/Studio,Garcia-Alexander,Ginny,962144947,,DP,,,0,0,20,0,20,5,15,0.25,20,0,20,9/29/2014 0:00,12/13/2014 0:00,F 0800-0950,NH 439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,397L,Sociology,4,14568,LAB SOC RES METH,B,Lab/Studio,Woo,Hyeyoung,916349105,,DP,,,0,0,0,0,20,3,17,0.15,20,0,20,9/29/2014 0:00,12/13/2014 0:00,M 1200-1350,NH 439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,397L,Sociology,5,14570,LAB SOC RES METH,B,Lab/Studio,Woo,Hyeyoung,916349105,,DP,,,0,0,0,0,20,3,17,0.15,20,0,20,9/29/2014 0:00,12/13/2014 0:00,W 1200-1350,NH 439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,397L,Sociology,6,14571,LAB SOC RES METH,B,Lab/Studio,Woo,Hyeyoung,916349105,,DP,,,0,0,0,0,20,5,15,0.25,20,0,20,9/29/2014 0:00,12/13/2014 0:00,F 1200-1350,NH 439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,404,Sociology,0,15640,COOP ED: 339U ASST,E,Experiential Learning,Shafer,Emily,957836671,,,,,2,2,0,2,0,1,-1,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,N,By-Arrangement In-Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,404,Sociology,0,15705,COOP ED: PEDAGOGICAL TECHNIQUE,E,Experiential Learning,Lubitow,Amy,924459535,,,,,4,4,0,4,0,1,-1,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,N,By-Arrangement In-Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,404,Sociology,0,15823,COOP ED: PEDAGOGY TECHNIQUES,E,Experiential Learning,Lubitow,Amy,924459535,,,,,4,4,0,0,0,0,0,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,N,By-Arrangement In-Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,404,Sociology,0,16110,COOP ED: PEDAGOGICAL TCHNQS,E,Experiential Learning,Lubitow,Amy,924459535,,,,,4,4,0,8,0,2,-2,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,N,By-Arrangement In-Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,404,Sociology,0,16135,COOP ED: SOC 339 ASST,E,Experiential Learning,Holdt,Carol,915141900,,,,,4,4,0,4,0,1,-1,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,NW,By-Arrangement Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,404,Sociology,0,16136,COOP ED: COS 337 ASST,E,Experiential Learning,Holdt,Carol,915141900,,,,,4,4,0,8,0,2,-2,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,NW,By-Arrangement Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,404,Sociology,0,16277,COOP ED: SOC 337 ASST,E,Experiential Learning,Holdt,Carol,915141900,,,,,4,4,0,4,0,1,-1,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,N,By-Arrangement In-Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,404,Sociology,0,16392,COOP ED: SOC 339 ASSISTANT,E,Experiential Learning,Holdt,Carol,915141900,,,,,4,4,0,4,0,1,-1,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,N,By-Arrangement In-Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,410,Sociology,2,14572,TOP: SOCIOLOGY OF POVERTY,L,Lecture,Tanzer,Jeremy,957551776,,,,,4,4,0,236,60,59,1,0.98,20,5,15,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,414,Sociology,1,15451,ALCOHOL & OTHER DRUGS,L,Lecture,Burdsall,Tina,955394761,DC,,,,4,4,0,228,60,57,3,0.95,20,1,19,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,414,Sociology,2,15954,ALCOHOL & OTHER DRGS,L,Lecture,Burdsall,Tina,955394761,PT,,,,4,4,0,232,60,58,2,0.97,20,1,19,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,418,Sociology,2,14574,CRIMINOLOGY & DELINQUENCY,L,Lecture,Thompson,Melissa,920353254,ZT,,,,4,4,0,72,48,18,30,0.38,48,0,48,9/29/2014 0:00,12/13/2014 0:00,T 1730-2110,CH 258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,423,Sociology,2,14575,STRATIFICATION,L,Lecture,Stepick,Alex,919289037,,,,,4,4,0,48,48,12,36,0.25,0,0,0,9/29/2014 0:00,12/13/2014 0:00,TR 1640-1830,ASRC 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,425,Sociology,1,13375,SOCIOLOGY OF GENDER,L,Lecture,Kelly,Maura,941184231,WB,,,,4,4,23,112,60,28,32,0.47,10,0,10,9/29/2014 0:00,12/13/2014 0:00,MW 1400-1550,CH 269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,426,Sociology,1,14577,WOMEN & MENTAL ILLNESS,L,Lecture,Thompson,Melissa,920353254,ZM,,,,4,4,0,156,48,39,9,0.81,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,436,Sociology,1,14578,SOCIAL MOVEMENTS,L,Lecture,Liebman,Robert,976769090,,,,,4,4,0,60,48,15,33,0.31,0,0,0,9/29/2014 0:00,12/13/2014 0:00,TR 1000-1150,CH 158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,441,Sociology,1,13376,POPULATION & SOCIETY,L,Lecture,Jurjevich,Jason,958005629,LC,,,,4,4,19,48,40,12,28,0.3,0,0,0,9/29/2014 0:00,12/13/2014 0:00,MW 1200-1350,CH 325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,461,Sociology,1,13378,SOCIOLOGY OF THE FAMILY,L,Lecture,Shafer,Emily,957836671,OU,,,,4,4,18,172,60,43,17,0.72,0,0,0,9/29/2014 0:00,12/13/2014 0:00,TR 1000-1150,CH 269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,465,Sociology,1,13379,ENVIRONMENTAL SOCIOLOGY,L,Lecture,Lubitow,Amy,924459535,,,,,4,4,38,92,75,23,52,0.31,0,0,0,9/29/2014 0:00,12/13/2014 0:00,TR 1400-1550,CH 250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,480,Sociology,1,13380,SOCIOLOGY OF RELIGION,L,Lecture,Fromherz,Francis,951768861,OV,,,,4,4,44,104,48,26,22,0.54,0,0,0,9/29/2014 0:00,12/13/2014 0:00,TR 1200-1350,CH 158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,501,Sociology,0,16391,RES: RACE & SCIENCE,H,Research,Kelly,Maura,941184231,,,,,4,4,0,4,0,1,-1,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,N,By-Arrangement In-Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,503,Sociology,0,15830,THESIS,Q,Thesis/Dissertation,Liebman,Robert,976769090,,,,,1,9,0,1,0,1,-1,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,N,By-Arrangement In-Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,505,Sociology,0,15783,R&C: ALUMNI SURVEY,I,Independent Learning,Carlson,Matthew,990075458,,,,,4,4,0,4,0,1,-1,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,N,By-Arrangement In-Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,510,Sociology,1,13382,TOP: QUALITATIVE DATA ANALYSIS,S,Seminar,Morgan,David,959478879,OW,,,,4,4,11,8,20,2,18,0.1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,T 1400-1650,CH 265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,513,Sociology,1,13383,THESIS WORKSHOP,L,Lecture,Carlson,Matthew,990075458,,,,,1,1,9,13,20,13,7,0.65,0,0,0,9/29/2014 0:00,12/13/2014 0:00,R 1200-1250,CH 265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,514,Sociology,1,15450,ALCOHOL & OTHER DRUGS,L,Lecture,Burdsall,Tina,955394761,DC,,,,4,4,0,12,60,3,57,0.05,20,1,19,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,514,Sociology,2,15953,ALCOHOL & OTHER DRGS,L,Lecture,Burdsall,Tina,955394761,PT,,,,4,4,0,8,60,2,58,0.03,20,0,20,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,518,Sociology,1,13384,CRIMINOLOGY & DELINQUENCY,L,Lecture,Thompson,Melissa,920353254,ZT,,,,4,4,2,24,48,6,42,0.13,1,0,1,9/29/2014 0:00,12/13/2014 0:00,T 1730-2110,CH 258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,523,Sociology,1,13386,STRATIFICATION,L,Lecture,Stepick,Alex,919289037,,,,,4,4,4,44,20,11,9,0.55,0,0,0,9/29/2014 0:00,12/13/2014 0:00,T 1400-1650,CH 359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,526,Sociology,1,14582,WOMEN & MENTAL ILLNESS,L,Lecture,Thompson,Melissa,920353254,ZM,,,,4,4,0,8,48,2,46,0.04,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,541,Sociology,1,13388,POPULATION & SOCIETY,L,Lecture,Jurjevich,Jason,958005629,LC,,,,4,4,1,8,40,2,38,0.05,0,0,0,9/29/2014 0:00,12/13/2014 0:00,MW 1200-1350,CH 325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,561,Sociology,1,13389,SOCIOLOGY OF THE FAMILY,L,Lecture,Shafer,Emily,957836671,OU,,,,4,4,2,24,60,6,54,0.1,0,0,0,9/29/2014 0:00,12/13/2014 0:00,TR 1000-1150,CH 269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,580,Sociology,1,13390,SOCIOLOGY OF RELIGION,L,Lecture,Fromherz,Francis,951768861,OV,,,,4,4,5,4,48,1,47,0.02,0,0,0,9/29/2014 0:00,12/13/2014 0:00,TR 1200-1350,CH 158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,585,Sociology,2,13391,MEDICAL SOCIOLOGY,S,Seminar,Woo,Hyeyoung,916349105,LZ,,,,4,4,3,8,20,2,18,0.1,0,0,0,9/29/2014 0:00,12/13/2014 0:00,W 1400-1650,CH 265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,590,Sociology,1,13392,SOCIAL RESRCH STRAT,S,Seminar,Shafer,Emily,957836671,,,,,4,4,9,48,20,12,8,0.6,0,0,0,9/29/2014 0:00,12/13/2014 0:00,M 1400-1650,CH 265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,591,Sociology,1,13393,THEORET PERSPEC SOC,S,Seminar,Padin,Jose,990085475,,,,,4,4,14,60,20,15,5,0.75,0,0,0,9/29/2014 0:00,12/13/2014 0:00,R 1400-1720,CH 265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,601,Sociology,0,16313,RES: RACE & SCIENCE,H,Research,Kelly,Maura,941184231,,,,,2,2,0,2,0,1,-1,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,N,By-Arrangement In-Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,605,Sociology,0,15824,R&C: PROPOSAL PRED,I,Independent Learning,Thompson,Melissa,920353254,,,,,1,1,0,1,0,1,-1,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,N,By-Arrangement In-Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,605,Sociology,0,16412,R&C: SOC MOVEMENTS,I,Independent Learning,Liebman,Robert,976769090,,,,,4,4,0,4,0,1,-1,,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,,N,By-Arrangement In-Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,610,Sociology,1,13394,TOP: QUALITATIVE DATA ANALYSIS,S,Seminar,Morgan,David,959478879,OW,,,,4,4,7,44,20,11,9,0.55,5,0,5,9/29/2014 0:00,12/13/2014 0:00,T 1400-1650,CH 265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,685,Sociology,2,13396,MEDICAL SOCIOLOGY,S,Seminar,Woo,Hyeyoung,916349105,LZ,,,,4,4,2,16,20,4,16,0.2,0,0,0,9/29/2014 0:00,12/13/2014 0:00,W 1400-1650,CH 265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN,101,Spanish,1,13406,FIRST-YEAR SPANISH TM1,L,Lecture,Alamillo,Cynthia,922932030,,,F218,7,4,4,26,68,30,17,13,0.57,10,0,10,9/29/2014 0:00,12/13/2014 0:00,MWF 0745-0850,NH 387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN,101,Spanish,2,13405,FIRST-YEAR SPANISH TM1,L,Lecture,Ronick,Eli,951850334,,,F218,7,4,4,26,56,30,14,16,0.47,10,0,10,9/29/2014 0:00,12/13/2014 0:00,MWF 0900-1005,PNT 232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN,101,Spanish,3,13404,FIRST-YEAR SPANISH TM1,L,Lecture,Ronick,Eli,951850334,,,F218,7,4,4,28,116,30,29,1,0.97,10,1,9,9/29/2014 0:00,12/13/2014 0:00,MWF 1015-1120,SH 201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN,101,Spanish,4,13407,FIRST-YEAR SPANISH TM1,L,Lecture,Martinez,Arturo,905850685,,,F218,7,4,4,29,116,30,29,1,0.97,10,0,10,9/29/2014 0:00,12/13/2014 0:00,MWF 1130-1235,XSB 201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN,101,Spanish,5,13403,FIRST-YEAR SPANISH TM1,L,Lecture,Alamillo,Cynthia,922932030,,,F218,7,4,4,31,112,30,28,2,0.93,10,0,10,9/29/2014 0:00,12/13/2014 0:00,MWF 1245-1350,OND 203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN,101,Spanish,6,13402,FIRST-YEAR SPANISH TM1,L,Lecture,Martinez,Arturo,905850685,,,F218,7,4,4,30,64,30,16,14,0.53,10,0,10,9/29/2014 0:00,12/13/2014 0:00,MWF 1400-1505,CH 324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN,101,Spanish,7,13408,FIRST-YEAR SPANISH TM1,L,Lecture,Kelly,Siobhan,927896376,,,F218,7,4,4,25,120,30,30,0,1,10,0,10,9/29/2014 0:00,12/13/2014 0:00,MW 1840-2030,OND 202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN,101,Spanish,8,13409,FIRST-YEAR SPANISH TM1,L,Lecture,Sears,Eli,954943623,,,F218,7,4,4,30,120,30,30,0,1,10,0,10,9/29/2014 0:00,12/13/2014 0:00,TR 0800-0950,OND 203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN,101,Spanish,10,13398,FIRST-YEAR SPANISH TM1,L,Lecture,Miller,Adrian,989428799,,,F218,7,4,4,28,120,30,30,0,1,10,1,9,9/29/2014 0:00,12/13/2014 0:00,TR 1000-1150,UTS 306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN,101,Spanish,11,13400,FIRST-YEAR SPANISH TM1,L,Lecture,Sears,Eli,954943623,,,F218,7,4,4,23,120,30,30,0,1,10,0,10,9/29/2014 0:00,12/13/2014 0:00,TR 1200-1350,CH 324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN,101,Spanish,12,13399,FIRST-YEAR SPANISH TM1,L,Lecture,Lopez-Salinas,Anabel,977515340,,,F218,7,4,4,27,120,30,30,0,1,10,1,9,9/29/2014 0:00,12/13/2014 0:00,TR 1640-1830,OND 203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN,101,Spanish,13,13397,FIRST-YEAR SPANISH TM1,L,Lecture,Lopez-Salinas,Anabel,977515340,,,F218,7,4,4,28,120,30,30,0,1,10,0,10,9/29/2014 0:00,12/13/2014 0:00,TR 1840-2030,OND 202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN,102,Spanish,1,13413,FIRST-YEAR SPANISH TM2,L,Lecture,Perwak,Lindsay,953453170,,,F218,7,4,4,21,108,30,27,3,0.9,10,0,10,9/29/2014 0:00,12/13/2014 0:00,MWF 1130-1235,SH 201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN,102,Spanish,2,13410,FIRST-YEAR SPANISH TM2,L,Lecture,Perwak,Lindsay,953453170,,,F218,7,4,4,16,40,30,10,20,0.33,10,0,10,9/29/2014 0:00,12/13/2014 0:00,MWF 1400-1505,CH 321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN,102,Spanish,3,13411,FIRST-YEAR SPANISH TM2,L,Lecture,,,,,,F218,7,4,4,27,120,30,30,0,1,10,0,10,9/29/2014 0:00,12/13/2014 0:00,TR 1400-1550,CH 324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN,102,Spanish,4,13412,FIRST-YEAR SPANISH TM2,L,Lecture,Young de Gomez,Kindra,989460717,,,F218,7,4,4,23,108,30,27,3,0.9,10,0,10,9/29/2014 0:00,12/13/2014 0:00,TR 1640-1830,OND 202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN,103,Spanish,1,13414,FIRST-YEAR SPANISH TM3,L,Lecture,Manova,Siya,926569231,,,F218,7,4,4,31,116,30,29,1,0.97,10,0,10,9/29/2014 0:00,12/13/2014 0:00,MW 1640-1830,PNT 232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
